NORTHERN BEACHES,10721142805
CITY OF SYDNEY,8442227474
CENTRAL COAST,7918722934
SUTHERLAND,7470492537
BLACKTOWN,7464954868
THE HILLS SHIRE,6616909348
CITY OF PARRAMATTA,6393344890
WOOLLAHRA,6336682674
KU-RING-GAI,6077795331
INNER WEST,6060649433
